Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
IN-FLO Designs,"Santa Clara, CA 95050 ",CA,408-727-5753,http://www.in-flodesigns.com/,9-Jan,"Company Description by Thomasnet
Custom manufacturer of precision part and components for electronics and semiconductor companies. Products include housings, mixers, thermo wells and fittings. Capabilities include prototype and production machining, milling, lathe work and manufacturing services.
","['Carriers', 'Filters', 'Fittings', 'Machining', 'Milling Services', 'Mixers']"
ABC Aluminum Solutions,"Chula Vista, CA 91914 ",CA,619-240-3526,http://abc-aluminum.com,9-Jan,"Company Description by Thomasnet
Extrusion and fabrication of aluminum products for architectonic and industrial markets. Capabilities include CNC machining, cutting, drilling, punching, welding and assembly services. Finishing services such as anodizing, painting and coating services are also available.
","['Extrusion Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Punching Services']"
Fluid Line Technology,"Chatsworth, CA 91313 ",CA,818-998-8848,http://www.fluidlinetech.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of valves for biotechnology and pharmaceutical industries. Products include diaphragm and bleed valves, elbows, coolers, spargers, tubes, manifolds and skids. Capabilities include metal forming, welding, machining, milling, lathe work and cutting services.
","['Exchangers', 'Filters', 'Forming Services', 'Machining', 'Milling Services', 'Orifices', 'Pallets', 'Research, Design and Development Services', 'Trucks and Carts', 'Tubes', 'Turning Services', 'Valves', 'Wells']"
TOMI Engineering,"Santa Ana, CA 92707 ",CA,714-556-1474,https://tomiengineering.com/,50-99,"Company Description by Thomasnet
Custom manufacturer of precision machined components and assemblies for aerospace, defense, commercial, aircraft and medical industries. Capabilities include CNC machining, assembly, milling, casting and forging. Materials handled include aluminum, stainless steel, castings, titanium and Inconel.
","['Casting Services', 'COVID-19 Response', 'Forging Services', 'Machining', 'Milling Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services']"
Viking Precision,"Santa Clara, CA 95050 ",CA,408-780-4654,http://www.vikingprecision.org/,Not Available,"Company Description by Thomasnet
Precision CNC contract machining services provided for the aerospace, communications, medical, food and beverage, government, semiconductor and solar markets. Capabilities include CAD/CAM machining, prototype machining, milling, turning, sheet metal fabrication, welding and turnkey assembly services. Materials handled include steel, aluminum, brass, copper, Inconel, lead, plastics, titanium and other exotic metals.
","['Fabrication Services', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
"Custom EDM, LLC","San Leandro, CA 94577 ",CA,510-351-9600,http://www.customedm.com,9-Jan,"Company Description by Thomasnet
Electric discharge machining (EDM), complete machine shop with full capabilities including manual machines for one off and prototype work, full CNC capabilities, precision grinding, wire and sinker electric discharge machining (EDM). 3D CNC surfaces/solid, medical devices/components, engineering and design prototype, production, tooling. Industries served include semiconductor capital equipment, medical, energy, electronics, defense and aviation.
","['Automotive Parts', 'Boat and Ship Parts', 'Computer Accessories', 'COVID-19 Response', 'Electronic Components', 'Engineering Services', 'Fabrication Services', 'Grinding Services', 'Machining', 'Medical Components', 'Prototyping Services', 'Rapid Tooling Services', 'Spacecraft', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services']"
HN Tool & Die Co.,"Corona, CA 92879 ",CA,951-372-9071,http://www.hnspringnstampings.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer of metal stampings and wire products. Types include coil and torsion springs, compression and extension springs, clips, pins, collars, clamps, contacts, brackets, rings, hangers, hinges and wrenches. Capabilities include wire EDM and CNC machining services.
","['Coating Equipment', 'Electric Wire, Cable and Cable Assemblies', 'Forming Services', 'Hooks', 'Machining', 'Springs', 'Stamping Services', 'Tool and Die Services']"
"Southcoast Welding & Manufacturing, LLC","Chula Vista, CA 91911 ",CA,619-429-1337,http://www.southcoastwelding.net,Not Available,"Company Description by Thomasnet
Specialized custom manufacturer of watertight doors. Products also include hatches, manhole covers and scuttles. Capabilities include conventional machining, plasma cutting, saw and waterjet cutting, rolling, forming, notching, milling, turning, drilling, tapping, CNC machining, and structural steel fabrication services. Other services include angle iron and tube rolling, metal forming, pipe notching, press forming and braking, plate rolling, and welding services. Materials worked with include steel, aluminum, ferrous and non-ferrous metals, and stainless steel. Industries served include aerospace, defense, shipbuilding, telecommunications, and electronics.
","['Assemblies', 'Covers', 'Cutting Services', 'Doors', 'Fabrication Services', 'Forming Services', 'Hatches', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
Abacorp CNC Machined Parts,"Chatsworth, CA 91311 ",CA,800-804-0256,https://www.abacorpcnc.com/,Not Available,"Company Description by Thomasnet
CNC machined parts services. Services include CNC milling and turning of all materials including stainless steel, aluminum, brass, titanium, and plastics; Production machining, fabrication, welding, and assembly; Computer Aided Design (CAD) engineering services and total project management; Complete inspection and customer service departments and Bore honing.
","['Drafting Services', 'Fabrication Services', 'Filters', 'Machining', 'Milling Services', 'Turning Services']"
"SchGo Engineered Products, Inc.","Corona, CA 92879 ",CA,951-272-8089,http://www.schgo.com,Oct-49,"Company Description by Thomasnet
Waterjet cutting services, precision Blanchard grinding, investment casting, sand casting, sheet metal forming & stamping, CNC machining, hot/cold forging, robotic welding, plastic injection molding & metal injection molding services.
","['Casting Services', 'Cutting Services', 'Forging Services', 'Grinding Services', 'Machining', 'Molding Services', 'Stamping Services', 'Welding Services']"
Gold Coast Ironworks,"Oxnard, CA 93036 ",CA,805-485-6921,http://www.gcironworks.com,Oct-49,"Company Description by Thomasnet
Fabrication and installation services. Services include design, 3d modeling, structural steel fabrication, ship repair services and marine equipment services, design detailing and machining. Markets served include residential and commercial.
","['Detailing Services', 'Fabrication Services', 'Machining']"
"Double L Machining, Inc.","Chatsworth, CA 91311 ",CA,818-349-8887,http://www.doublelmachining.com,Not Available,"Company Description by Thomasnet
Provider of machining services. Capabilities include precision machining, milling, turning , lathe work and prototyping services. Industries served include high tech, aviation, aerospace, medical and industrial.
","['Additive Manufacturing', 'Machining', 'Milling Services', 'Turning Services']"
Lamek Industrial Corp.,"Sunnyvale, CA 94089 ",CA,408-734-3363,http://www.lamekindustrial.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer of precision components and parts for semiconductor, laser, medical, biotech and aeronautics applications. Capabilities include mechanical assembly, gluing, cutting, welding, milling, turning, lathe work, bending, slitting, grinding, screw and Swiss machining, micro and deep hole drilling. Materials handled include plastics, stainless steel, aluminum, titanium, copper, brass, exotic and non-exotic metals.
","['Bending Services', 'Bonding Services', 'Drilling Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Turning Services']"
"Tri Tool, Inc","Rancho Cordova, CA 95742 ",CA,800-345-5015,http://www.tritool.com,200-499,"Company Description by Thomasnet
Manufacturer of precision portable machine tools for pipe beveling, tube squaring and severing, clamshells and flange facing equipment. Also provide heavy duty pipeline machinery, custom machinery design services, on-site machining and welding services and equipment  rental services.
","['Bevelers', 'Boring Machinery', 'Custom Machinery', 'Cutters and Cutting Machinery', 'Fabricating Machinery', 'Finishing Equipment', 'Groovers', 'Machine Tools', 'Machinery', 'Research, Design and Development Services']"
"Alpha Machine Co., Inc.","Capitola, CA 95010 ",CA,831-462-7400,http://www.alphamco.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer providing precision CNC machining of various types of plastics. Capabilities include milling, lathe turning, and Swiss type turning for various parts and sizes from rapid prototyping to mass production. Utilizes CAD and CAM software and CNC CMMs for part inspection. Materials worked with include acetal, PET, KynarÂ®, HDPE, polypropylene, PTFE, UHMW, and UltemÂ®. Vapor polishing services are also available for polycarbonate, UltemÂ®, and polysulfone materials.
Company Description by Alpha Machine Co., Inc.
Alpha Machine Co. has a reputation built on quality, through all phases of production. Our 14,000 square foot manufacturing facility is equipped with all the resources to provide our customers with expert and on time service. We pride ourselves in our exceptional quality, on time deliveries, and service. We are experts in precision machining of all types of plastics. Serving the Silicon Valley, greater Bay Area, and beyond since 1979.

Why choose Alpha Machine Co.?

- 40 years in business machining plastics

- Emphasis on quality products and on time deliveries 

- We handle all stages of production

- Rapid prototypes to mass production

- Latest in CNC equipment and tools

- Variety of equipment able to handle various parts and size
","['Additive Manufacturing', 'Aerospace Components', 'Aircraft Parts', 'Assemblies', 'Bushings', 'COVID-19 Response', 'Cutting Services', 'Drilling Services', 'Fabrication Services', 'Finishing Services', 'Forming Services', 'Machining', 'Manifolds', 'Manufacturing Services', 'Medical Components', 'Milling Services', 'Miscellaneous Plastics', 'Pagers', 'Plastics', 'Polishing Services', 'Polyethylene', 'Prototyping Services', 'Robotic Components', 'Standoffs and Spacers', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Turning Services']"
